Field,Variant_TAPPs,Sentence_no,STEP1_route,Rule,STEP2_flag,Reason,Sentence_TEXT_UNCHANGED
Sub-volume Overlap,XCT,1,D,M1+M5,REWRITE-REDUNDANT(C=N/A + D=Basic),'as used in this analysis' asserts the tier position; 'Actual number' is real content that survives,Actual number of reconstructed slices overlapping between adjacent sub-volumes as used in this analysis.
Sub-volume Overlap,XCT,2,D,M3,,M3 — scope boundary against the procedure-level minimum in Group 4,May differ from the minimum sub-volume overlap required specified in the procedure (Group 4) if sample geometry or operator decisions resulted in greater or lesser overlap.
Sub-volume Stitching and Registration Method,XCT,1,D,M1,,"M1 — defining sentence, never moves",Method used to register adjacent sub-volume datasets to each other and stitch them into a single continuous 3D volume.
Sub-volume Stitching and Registration Method,XCT,2,D,M3,,M3 — instruction: what to report,"Report the alignment strategy (manual, automated, fiducial-based), the software used, and any correction steps applied."
Sub-volume Stitching and Registration Method,XCT,3,D,M4,REWRITE-STRADDLE,published rotational-mismatch finding (rationale) plus the instruction to document the correction here,Note: rotational mismatch artifacts have been identified in continuous-rotation acquisitions (~0.35° misalignment in Eckley et al. 2025); their correction via raw projection re-alignment should be documented here.
Target Feature(s),XCT,1,D,M1,,"M1 — defining sentence, never moves",The 3D internal features or properties the procedure is designed to characterize.
Target Feature(s),XCT,2,P,M2,,M2 — what the target feature defines and informs,Defines the scientific purpose of the scan and informs resolution and contrast requirements.
Target Feature(s),XCT,3,P,M2,,M2 — why the field supports procedure discoverability,Used for procedure discoverability: a researcher can identify whether this procedure is suitable for their scientific question.
Target Feature(s),XCT,4,D,M3,,"M3 by default — but NOTE this is an internal Phase 3 planning note, not field documentation; it belongs in Comments or the backlog, not in Description or Purpose. Nothing is deleted in Step 1 (M6)","Note for Phase 3 literature assessment: evaluate whether procedures in the literature are feature-specific (acquisition parameters tuned to a specific feature type, e.g., opaque-phase contrast) or general-purpose (designed to capture all structural features in a given sample type)."
Target Feature(s),XCT,5,D,M3,,M3 by default — same internal planning note as S4,This will inform whether the field warrants a controlled list or remains free text.
Technique per Analyte,"SEM,SEMcomp",1,D,M1+M5,REWRITE-REDUNDANT(Keyed By: analyte),'For each analyte' states the key axis; the field name already says 'per Analyte',"For each analyte, records which X-ray detection technique (EDS or WDS) was used to collect the measurement."
Technique per Analyte,"SEM,SEMcomp",2,D,M4,REWRITE-STRADDLE,conditional obligation (real content under W3) plus the rationale for assigning elements between detectors,"Required when a procedure employs both EDS and WDS simultaneously, assigning each element to the detector appropriate to its concentration range, line overlap situation, or required precision."
Technique per Analyte,"SEM,SEMcomp",3,D,M3,,M3 — instruction: preserve Analyte ordering,List in the same order as the Analyte field.
TEM Objective Aperture,TEM,1,D,M1,,"M1 — defining sentence, never moves",Objective aperture diameter used to select the imaging beam condition in TEM mode.
TEM Objective Aperture,TEM,2,P,M2,,M2 — how the aperture functions in each imaging sub-mode,"In BF-TEM, a small aperture blocks diffracted beams to enhance mass-thickness contrast; in DF-TEM, the aperture is displaced to select a specific diffracted beam; in HRTEM, no aperture is typically used."
Time-Dependent Intensity Correction,EPMA,1,D,M1,,"M1 — defining sentence, never moves","Type of time-dependent intensity (TDI) correction applied to compensate for beam-induced volatilization or migration of sensitive elements (e.g., Na, K, F in glasses, feldspars, carbonates)."
Time-Dependent Intensity Correction,EPMA,2,P,M2,,M2 — where the correction is typically applied,Most commonly applied in point analysis; uncommon for X-ray mapping.
Time-Dependent Intensity Correction,"SEM,SEMcomp",1,D,M1,,"M1 — defining sentence, never moves","Type of time-dependent intensity (TDI) correction applied to compensate for beam-induced volatilisation or migration of sensitive elements (e.g., Na, K, F in glasses, feldspars, carbonates)."
Time-Dependent Intensity Correction,"SEM,SEMcomp",2,P,M2,,M2 — where the correction is typically applied,Most commonly applied in WDS point analysis; uncommon for EDS or X-ray mapping.
Total Scan Duration,XCT,1,D,M1,,"M1 — defining sentence, never moves","Total elapsed time for the complete XCT acquisition, from the start of the first projection to the end of the last."
Total Scan Duration,XCT,2,D,M3,,M3 — defines what the duration covers for multi-volume acquisitions,"For multi-volume acquisitions, this is the combined scan time across all sub-volumes (not including setup or reconstruction time)."
Total Scan Duration,XCT,3,P,M2,,M2 — what the duration is useful for assessing,Useful for assessing beam stability and sample integrity concerns over long scans.
Tube Current,XCT,1,D,M1+M5,REWRITE-REDUNDANT(C=Basic),'registered by the procedure' asserts the procedure-level tier,X-ray tube current in microamperes (µA) registered by the procedure.
Tube Current,XCT,2,P,M2,,M2 — what tube current controls,Controls photon flux and therefore projection image SNR.
Tube Current,XCT,3,P,M2,,M2 — SNR against thermal loading and focal spot size,Higher current improves SNR but increases thermal loading on the source and may increase focal spot size.
Tube Current,XCT,4,D,M3,,M3 — instruction: report the full range when it varied,"If the current was varied across samples within the same procedure or session, report the full range applied (e.g., 65–115 µA)."
VOI Applied,XCT,1,D,M1+M5,REWRITE-REDUNDANT(C=N/A + D=Basic),'used in this specific analysis' asserts the tier position; 'Actual' is real content that survives,"Actual Volume of Interest used in this specific analysis, including dimensions or defining criteria."
VOI Applied,XCT,2,D,M5,REWRITE-REDUNDANT(C=N/A + D=Basic),"'Analysis-level companion' restates the tier, but also does real work naming the pair, so Step 2 may keep it (cf. item 27)",Analysis-level companion to VOI Selection Criteria.
VOI Selection Criteria,XCT,1,D,M1+M5,REWRITE-REDUNDANT(C=Advanced),'Procedure-level rules' asserts the tier position,Procedure-level rules specifying how the Volume of Interest (VOI) is to be defined for quantitative analysis.
VOI Selection Criteria,XCT,2,D,M3,,M3 — enumerates the criteria the field may record,"Common criteria exclude cone-beam artifact zones at sample edges, beam hardening halos near dense inclusions, and sample holder signal."
VOI Selection Criteria,XCT,3,D,M3,,"M3 — scope boundary against VOI Applied (refers to that field's tier, not this one's)",The actual VOI applied in a specific analysis is recorded separately at analysis level.
Voxel Size,XCT,1,D,M1,,"M1 — defining sentence, never moves",Isotropic voxel edge length of the reconstructed 3D volume in micrometres.
Voxel Size,XCT,2,D,M4+M5,REWRITE-STRADDLE; REWRITE-REDUNDANT(C=Basic),'the procedure registers the target' restates the procedure-level tier; the <=1/3 design criterion is real content,"The procedure registers the target voxel size, set based on the smallest feature to be resolved (target voxel size ≤ ~1/3 of that feature size; see the criterion recorded under Partial Volume Effect Criteria)."
Voxel Size,XCT,3,D,M5,REWRITE-REDUNDANT(D=Editable),"'at analysis level, record the achieved value' is the D=Editable definition; the target/achieved discrepancy is real content that survives","At analysis level, record the achieved voxel size as reported by the reconstruction software, which may differ slightly from the target due to final geometric calibration."
Voxel Size and Image Stack Dimensions,"FIB,SEM",1,D,M1,,"M1 — defining sentence, never moves","X, Y, Z dimensions of the reconstructed 3D voxel in nanometres (X-Y pixel size from SEM image calibration; Z from slice thickness), and the total number of slices in the stack."
Voxel Size and Image Stack Dimensions,"FIB,SEM",2,D,M5,REWRITE-REDUNDANT(C=N/A + D=Basic),'determined at analysis time' restates the procedure/analysis tier split,Determined at analysis time.
WDS Dead Time Correction,"EPMA,SEM,SEMcomp",1,D,M1,,"M1 — defining sentence, never moves",Method used to correct for WDS proportional counter dead time at high count rates.
WDS Dead Time Correction,"EPMA,SEM,SEMcomp",2,P,M2,,M2 — where dead time errors bite hardest,"Dead time errors are most significant for major elements with high count rates (e.g., Si, Fe, Ca)."
WDS Dead Time Correction,"EPMA,SEM,SEMcomp",3,D,M3,,M3 — scope boundary against EDS Dead Time,Unlike EDS dead time — which is hardware-managed and reported as a session QC percentage (see EDS Dead Time) — WDS dead time correction is a user-selectable algorithm in the data reduction software.
WDS Dead Time Correction,"EPMA,SEM,SEMcomp",4,D,M3,,M3 — defines what is and is not reported for this field,No separate measured WDS dead time value is reported; the correction is applied transparently during intensity-to-concentration conversion.
WDS PHA Setting,"EPMA,SEM,SEMcomp",1,D,M1,,"M1 — defining sentence, never moves",Pulse height analyzer (PHA) setting for the WDS detector.
WDS PHA Setting,"EPMA,SEM,SEMcomp",2,D,M3,,M3 — defines a controlled-list value; Column F names it but does not define it,Integral mode accepts all pulses above a threshold;
WDS PHA Setting,"EPMA,SEM,SEMcomp",3,D,M3,,M3 — as S2 for differential mode,Differential mode selects a narrow energy window to reject higher-order reflections and escape peaks.
WDS Spectrometer Channel,"EPMA,SEM,SEMcomp",1,D,M1+M5,REWRITE-REDUNDANT(Keyed By: defines: channel per analyte),"'assigned to each analyte, one entry per assignment' states the key and its cardinality","WDS spectrometer position(s) assigned to each analyte, one entry per assignment."
WDS Spectrometer Channel,"EPMA,SEM,SEMcomp",2,D,M5,REWRITE-REDUNDANT(Keyed By: defines: channel per analyte),"this sentence is the justification of the key, stated in words","An analyte may be assigned to more than one spectrometer with intensities aggregated (aggregate intensity counting), and one spectrometer serves several analytes across a run, so the assignment — not the analyte — is the unit carrying the spectrometer setup."
WDS Spectrometer Channel,"EPMA,SEM,SEMcomp",3,P,M2,,M2 — why the per-assignment unit matters,Different spectrometers may have different crystal configurations.
WDS Spectrometer Configuration,"EPMA,SEM,SEMcomp",1,D,M1,,"M1 — defining sentence, never moves","Number, type, and crystal range of WDS spectrometers on the instrument."
WDS Spectrometer Configuration,"EPMA,SEM,SEMcomp",2,D,M3,,M3 — instruction: what to include,"Include manufacturer, model, and crystal range."
WDS Spectrometer Configuration,"EPMA,SEM,SEMcomp",3,D,M3,,M3 — conditional instruction for SEM-WDS platforms,"For SEM-WDS configurations (third-party WDS on a non-EPMA platform), include WDS manufacturer and model."
Working Distance,"FIB,SEM,SEMcomp,SEMimg",1,D,M1,,"M1 — defining sentence, never moves",Distance between the objective lens pole piece and the specimen surface in millimetres.
Working Distance,"FIB,SEM,SEMcomp,SEMimg",2,P,M2,,M2 — what the working distance affects,"Affects spatial resolution, depth of focus, EDS X-ray take-off angle, and EBSD geometry."
X-ray Detector Type,XCT,1,D,M1,,"M1 — defining sentence, never moves",Type of X-ray detector used to record projection images.
X-ray Detector Type,XCT,2,P,M2,,M2 — instrument context: which systems use flat-panel detectors,"Flat-panel detectors (amorphous silicon) are standard in Nikon, NSI, and similar systems."
X-ray Detector Type,XCT,3,P,M2,,M2 — instrument context and the capability it enables,"CCD or CMOS detectors coupled to a scintillator via an optical objective are used in Zeiss Xradia Versa systems, enabling optical magnification for sub-micrometre voxel sizes."
X-ray Line,"EPMA,SEM,SEMcomp",1,D,M1+M5,REWRITE-REDUNDANT(Keyed By: channel),'measured on each spectrometer assignment' states the key axis,X-ray emission line measured on each spectrometer assignment.
X-ray Line,"EPMA,SEM,SEMcomp",2,P,M2,,M2 — what line choice affects,"Line choice affects sensitivity, matrix correction accuracy, and susceptibility to peak overlap and spectral interference."
X-ray Power,XCT,1,D,M1+M5,REWRITE-REDUNDANT(C=Advanced),'registered by the procedure' asserts the procedure-level tier,X-ray tube power in watts (W) registered by the procedure.
X-ray Power,XCT,2,D,M3,,M3 — defines how the value may be derived,Derivable as voltage (kV) × current (mA) = kV × µA / 1000.
X-ray Power,XCT,3,P,M2,,M2 — power against focal spot size and spatial resolution,"Power constrains the achievable focal spot size for microfocal tubes: higher power requires a larger focal spot, trading spatial resolution for SNR."
X-ray Power,XCT,4,P,M2,,M2 — why the field is retained; NOTE this is field-design rationale rather than measurement rationale (cf. item 83),Retained as a standalone field because it is routinely reported in the literature and directly constrains instrument operating limits.
X-ray Power,XCT,5,D,M3,,M3 — instruction: report the full range when it varied,"If power was varied across samples within the session, report the full range applied (e.g., 7–13 W)."
X-ray Pre-filter,XCT,1,D,M1,,"M1 — defining sentence, never moves",Material and thickness of the beam-hardening filter placed between the X-ray source and the sample.
X-ray Pre-filter,XCT,2,P,M2,,M2 — what the pre-filter achieves,"Hardens the beam by attenuating low-energy photons, reducing beam hardening artifacts and improving CT number stability across the sample."
X-ray Pre-filter,XCT,3,D,M3,,M3 — instruction: report both material and thickness,Both filter material and thickness must be reported.
X-ray Pre-filter,XCT,4,D,M3,,M3 — instruction: decode proprietary filter codes,Instrument-proprietary filter codes should be decoded where possible.
X-ray Source Configuration,XCT,1,D,M1,,"M1 — defining sentence, never moves",Focal spot geometry and scale of the X-ray tube.
X-ray Source Configuration,XCT,2,P,M2,,M2 — merits of reflection against transmission targets,"Reflection target configurations are most common in lab XCT (X-rays emitted from the face of the anode toward the sample); transmission target configurations allow smaller focal spots by thinning the anode into a membrane and collecting X-rays from the back, enabling higher spatial resolution at the cost of lower maximum power."
X-ray Tube Anode Material,XCT,1,D,M1,,"M1 — defining sentence, never moves",Material of the X-ray tube anode (target).
X-ray Tube Anode Material,XCT,2,P,M2,,M2 — what the anode material determines,"Determines the characteristic line energies superimposed on the bremsstrahlung continuum, which can affect phase contrast at specific energies."
X-ray Tube Anode Material,XCT,3,P,M2,,M2 — what multi-metal anodes add,"Multi-metal anodes (e.g., W/Mo/Cu) extend the usable energy range."
